"variable" "relative_importance" "scaled_importance" "percentage"
"390" "ACADL" 0.916769623756409 0.916769623756409 0.00197526964609922
"391" "KIAA0408" 0.915913760662079 0.915913760662079 0.00197342560551625
"392" "DCLK1" 0.91578882932663 0.91578882932663 0.00197315642875868
"393" "RALYL" 0.91572093963623 0.91572093963623 0.00197301015379357
"394" "ADCYAP1" 0.915521264076233 0.915521264076233 0.00197257993330795
"395" "SLC17A4" 0.915385663509369 0.915385663509369 0.00197228776864981
"396" "HGD" 0.915282785892487 0.915282785892487 0.0019720661087817
"397" "MATN2" 0.915177822113037 0.915177822113037 0.00197183995407269
"398" "HSPA13" 0.915163278579712 0.915163278579712 0.00197180861861046
"399" "L2HGDH" 0.914906620979309 0.914906620979309 0.00197125562475641
"400" "NOL4" 0.914687037467957 0.914687037467957 0.00197078251064625
"401" "DPY19L2P2" 0.914665400981903 0.914665400981903 0.00197073589272498
"402" "SCUBE3" 0.91431075334549 0.91431075334549 0.00196997176977291
"403" "FGB" 0.913975536823273 0.913975536823273 0.00196924951305318
"404" "SLC7A11" 0.913827180862427 0.913827180862427 0.00196892986565357
"405" "C21orf62" 0.913390040397644 0.913390040397644 0.00196798800385013
"406" "HPN" 0.913306951522827 0.913306951522827 0.0019678089807585
"407" "CP" 0.913193583488464 0.913193583488464 0.00196756471826189
"408" "FHL5" 0.912724852561951 0.912724852561951 0.00196655479172491
"409" "EGF" 0.912637829780579 0.912637829780579 0.0019663672926476
"410" "CLEC1A" 0.912582159042358 0.912582159042358 0.00196624734460773
"411" "DLK1" 0.912454664707184 0.912454664707184 0.00196597264561706
"412" "GORASP1" 0.912302315235138 0.912302315235138 0.00196564439380774
"413" "KRT20" 0.912117958068848 0.912117958068848 0.00196524717829669
"414" "MAFB" 0.911998212337494 0.911998212337494 0.00196498917442934
"415" "BAAT" 0.911922574043274 0.911922574043274 0.00196482620434091
"416" "CRIM1" 0.911638021469116 0.911638021469116 0.0019642131080429
"417" "HP" 0.911612331867218 0.911612331867218 0.00196415775728789
"418" "LAPTM5" 0.911287724971771 0.911287724971771 0.0019634583600447
"419" "FPR3" 0.911101639270782 0.911101639270782 0.00196305742023691
"420" "LILRB4" 0.910679638385773 0.910679638385773 0.00196214817813597
"421" "SEMA4D" 0.91022253036499 0.91022253036499 0.00196116329428397
"422" "PNLIP" 0.908864200115204 0.908864200115204 0.00195823663916555
"423" "SPAST" 0.908803701400757 0.908803701400757 0.00195810628877961
"424" "ADAMTS9" 0.908651292324066 0.908651292324066 0.00195777790854626
"425" "GUCY2C" 0.908351302146912 0.908351302146912 0.00195713155042563
"426" "DIRAS2" 0.908181667327881 0.908181667327881 0.00195676605564889
"427" "CPA1" 0.907936930656433 0.907936930656433 0.00195623874659995
"428" "NPHP1" 0.907815039157867 0.907815039157867 0.00195597611946769
"429" "CD163" 0.907629907131195 0.907629907131195 0.00195557723444431
"430" "PLEK" 0.907110989093781 0.907110989093781 0.00195445917487781
"431" "APOBEC3A" 0.906767249107361 0.906767249107361 0.00195371855352242
"432" "KRT14" 0.906626105308533 0.906626105308533 0.0019534144454299
"433" "SNX16" 0.90640926361084 0.90640926361084 0.00195294723882492
"434" "INSM1" 0.906272768974304 0.906272768974304 0.0019526531478064
"435" "CALCRL" 0.906130433082581 0.906130433082581 0.00195234647123336
"436" "SLC1A3" 0.905983984470367 0.905983984470367 0.00195203093340257
"437" "RIMBP2" 0.905650794506073 0.905650794506073 0.00195131304309971
"438" "MMRN1" 0.905416905879974 0.905416905879974 0.00195080910722342
"439" "PDCD1LG2" 0.905333042144775 0.905333042144775 0.00195062841461946
"440" "NFIB" 0.905056595802307 0.905056595802307 0.00195003278398893
"441" "HTR2B" 0.904811263084412 0.904811263084412 0.00194950419069973
"442" "S100A8" 0.904441833496094 0.904441833496094 0.00194870821858933
"443" "CHRM3" 0.904233515262604 0.904233515262604 0.00194825937662001
"444" "PLN" 0.904090464115143 0.904090464115143 0.00194795115895867
"445" "RAMP2" 0.903617799282074 0.903617799282074 0.001946932756436
"446" "DNAJB4" 0.903138399124146 0.903138399124146 0.00194589984199844
"447" "CD96" 0.902955055236816 0.902955055236816 0.00194550480969583
"448" "ATP8B4" 0.90235161781311 0.90235161781311 0.00194420464486109
"449" "AKAP5" 0.901540398597717 0.901540398597717 0.00194245679387326
"450" "LRRC17" 0.901479065418243 0.901479065418243 0.00194232464555096
"451" "APOB" 0.901392221450806 0.901392221450806 0.00194213753174572
"452" "GC" 0.901343464851379 0.901343464851379 0.00194203248089281
"453" "APOBEC1" 0.901338875293732 0.901338875293732 0.00194202259224285
"454" "NR5A2" 0.901337325572968 0.901337325572968 0.00194201925321818
"455" "FCGR2A" 0.90130227804184 0.90130227804184 0.00194194373989116
"456" "LRRC2" 0.900896906852722 0.900896906852722 0.00194107032809334
"457" "OLFML1" 0.900475025177002 0.900475025177002 0.00194016134284045
"458" "PRRX2" 0.900310218334198 0.900310218334198 0.00193980625040978
"459" "SCRG1" 0.899223566055298 0.899223566055298 0.00193746495199985
"460" "EPYC" 0.899217784404755 0.899217784404755 0.00193745249486937
"461" "GZMK" 0.898728549480438 0.898728549480438 0.0019363983904676
"462" "ANKRD12" 0.898586988449097 0.898586988449097 0.0019360933834069
"463" "HPSE" 0.898159384727478 0.898159384727478 0.00193517206944755
"464" "SHC3" 0.897557616233826 0.897557616233826 0.00193387550048552
"465" "ATP1A2" 0.897417724132538 0.897417724132538 0.00193357408929754
"466" "NGFR" 0.895778894424438 0.895778894424438 0.00193004307071485
"467" "C5AR1" 0.894373536109924 0.894373536109924 0.00192701508904026
"468" "SLC16A10" 0.893843352794647 0.893843352794647 0.00192587275733293
"469" "FZD3" 0.89296954870224 0.89296954870224 0.00192399006111826
"470" "CYTL1" 0.89140772819519 0.89140772819519 0.00192062496637658
"471" "SLC2A10" 0.890604853630066 0.890604853630066 0.00191889509475233
"472" "BPI" 0.889838755130768 0.889838755130768 0.00191724446075184
"473" "MN1" 0.889125466346741 0.889125466346741 0.001915707610438
"474" "HLA.DQA1" 0.888787627220154 0.888787627220154 0.00191497970306114
"475" "AADAC" 0.888709723949432 0.888709723949432 0.00191481185285974
"476" "ADAMTS12" 0.887783229351044 0.887783229351044 0.00191281562980648
"477" "MSC" 0.887642204761505 0.887642204761505 0.00191251177856201
"478" "CRTAC1" 0.887195527553558 0.887195527553558 0.00191154936891448
"479" "SULT1E1" 0.885083198547363 0.885083198547363 0.00190699814987276
"480" "SIGLEC7" 0.88410758972168 0.88410758972168 0.00190489610542244
"481" "CNTN1" 0.88397216796875 0.88397216796875 0.00190460432603637
"482" "KCNJ6" 0.883101642131805 0.883101642131805 0.00190272869314311
"483" "NCF2" 0.881209850311279 0.881209850311279 0.00189865264299595
"484" "SYCP2" 0.880000531673431 0.880000531673431 0.00189604704794142
"485" "FMNL1" 0.87937468290329 0.87937468290329 0.00189469859567307
"486" "MED13" 0.878839194774628 0.878839194774628 0.00189354483422746
"487" "PAH" 0.878073811531067 0.878073811531067 0.00189189574131528
"488" "GAD2" 0.877961158752441 0.877961158752441 0.00189165301990698
"489" "MFAP3" 0.875377178192139 0.875377178192139 0.00188608558155103
"490" "APBA2" 0.875255525112152 0.875255525112152 0.00188582346811486
"491" "PSAT1" 0.874493181705475 0.874493181705475 0.00188418092482799
"492" "SELL" 0.870595633983612 0.870595633983612 0.0018757832777968
"493" "GABBR2" 0.870498836040497 0.870498836040497 0.0018755747171793
"494" "CYP26A1" 0.865486264228821 0.865486264228821 0.00186477464190201
"495" "CLCA1" 0.864961087703705 0.864961087703705 0.00186364309781283
"496" "ECEL1" 0.862702608108521 0.862702608108521 0.00185877698306044
"497" "KL" 0.844023585319519 0.844023585319519 0.00181853120508328
